"","Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
"183",2013,"ROT","US1","2_U1","coarse","alder","M",6,35,4.43428571428571,155.2,3.215,2.52,0.243568456166251,0.00695909874760716,0.0015693843825145
"184",2013,"ROT","US2","1_U2","coarse","alder","M",1,35,4.43428571428571,155.2,3.215,1.74,0.613942244463145,0.0175412069846613,0.00395581343081923
"185",2013,"ROT","US2","1_U2","coarse","alder","M",2,35,4.43428571428571,155.2,3.215,2.26,0.352462544405388,0.0100703584115825,0.00227102154900379
"186",2013,"ROT","US2","1_U2","coarse","alder","S",3,35,4.43428571428571,155.2,3.215,2.33,0.321959090111974,0.00919883114605639,0.00207447867340189
"187",2013,"ROT","US2","1_U2","coarse","alder","M",4,35,4.43428571428571,155.2,3.215,2.58,0.220037958756057,0.00628679882160162,0.00141777035280964
"188",2013,"ROT","US2","1_U2","coarse","alder","M",5,35,4.43428571428571,155.2,3.215,2.47,0.263609207049697,0.00753169162999134,0.00169851293202124
"189",2013,"ROT","US2","1_U2","coarse","alder","M",6,35,4.43428571428571,155.2,3.215,2.38,0.300726870006199,0.00859219628589141,0.00193767313148324
"190",2013,"SEV","DS","3_D","coarse","alder","M",1,39,5.64102564102564,220,3.215,2.01,0.469692635618598,0.0120434009132974,0.00213496652553908
"191",2013,"SEV","DS","3_D","coarse","alder","U",4,39,5.64102564102564,220,3.215,2.28,0.343651914723233,0.00881158755700598,0.00156205415783288
"192",2013,"SEV","DS","3_D","coarse","alder","S",5,39,5.64102564102564,220,3.215,2.31,0.330579833155881,0.00847640597835591,0.001502635605254
"193",2013,"SEV","DS","3_D","coarse","alder","S",2,39,5.64102564102564,220,3.215,2.36,0.309165738652064,0.0079273266321042,0.00140529881205484
"194",2013,"SEV","DS","3_D","coarse","alder","M",3,39,5.64102564102564,220,3.215,2.52,0.243568456166251,0.00624534502990386,0.00110712934621023
"195",2013,"SEV","DS","3_D","coarse","alder","M",6,39,5.64102564102564,220,3.215,2.07,0.440278750412305,0.0112891987285206,0.00200126704732866
"196",2013,"SEV","US1","2_U1","coarse","alder","P",1,39,5.19230769230769,202.5,3.215,2.07,0.440278750412305,0.0112891987285206,0.00217421605141879
"197",2013,"SEV","US1","2_U1","coarse","alder","M",3,39,5.19230769230769,202.5,3.215,1.84,0.558061786068689,0.0143092765658638,0.00275586067194414
"198",2013,"SEV","US1","2_U1","coarse","alder","P",4,39,5.19230769230769,202.5,3.215,1.62,0.68540120844529,0.0175743899601356,0.00338469732565575
"199",2013,"SEV","US1","2_U1","coarse","alder","M",5,39,5.19230769230769,202.5,3.215,1.35,0.867722765239245,0.0222493016728011,0.00428505069253948
"200",2013,"SEV","US1","2_U1","coarse","alder","M",6,39,5.19230769230769,202.5,3.215,1.63,0.679247342870912,0.0174165985351516,0.00335430786602919
"201",2013,"SEV","US1","2_U1","coarse","alder","P",2,39,5.19230769230769,202.5,3.215,1.74,0.613942244463145,0.0157421088323883,0.00303181355290442
"202",2013,"SEV","US2","1_U2","coarse","alder","P",1,39,5.05384615384615,197.1,3.215,1.95,0.499997985113927,0.0128204611567674,0.00253677313604225
"203",2013,"SEV","US2","1_U2","coarse","alder","P",2,39,5.05384615384615,197.1,3.215,1.83,0.563511390836253,0.0144490100214424,0.00285901263742391
"204",2013,"SEV","US2","1_U2","coarse","alder","S",3,39,5.05384615384615,197.1,3.215,2,0.474680177129637,0.0121712865930676,0.00240832154809557
"205",2013,"SEV","US2","1_U2","coarse","alder","S",4,39,5.05384615384615,197.1,3.215,2.05,0.449987564539266,0.011538142680494,0.00228304193069135
"206",2013,"SEV","US2","1_U2","coarse","alder","P",5,39,5.05384615384615,197.1,3.215,0.67,1.56830492428671,0.0402129467765822,0.00795689966659923
"207",2013,"SEV","US2","1_U2","coarse","alder","S",6,39,5.05384615384615,197.1,3.215,1.87,0.541888926823087,0.0138945878672587,0.00274930962365849
