"","Site_loc","SPEAR","median_msPAFraMix_all","median_msPAFraMix_HM","median_msPAFraMix_Oth","median_msPAFraMix_PB","median_msPAFraMix_org","median_msPAFraMix_F","median_msPAFraMix_H","median_msPAFraMix_I","median_sumTU_HM_gm","median_sumTU_Oth_gm","median_sumTU_PB_gm","median_sumTU_all_gm","median_sumTU_org_gm","median_sumTU_F_gm","median_sumTU_H_gm","median_sumTU_I_gm","median_sumTU_HM_med","median_sumTU_Oth_med","median_sumTU_PB_med","median_sumTU_all_med","median_sumTU_org_med","median_sumTU_F_med","median_sumTU_H_med","median_sumTU_I_med","median_sumTU_HM.DM_gm","median_sumTU_Oth.DM_gm","median_sumTU_PB.DM_gm","median_sumTU_all.DM_gm","median_sumTU_org.DM_gm","median_sumTU_F.DM_gm","median_sumTU_H.DM_gm","median_sumTU_I.DM_gm","median_sumTU_HM.DM_med","median_sumTU_Oth.DM_med","median_sumTU_PB.DM_med","median_sumTU_all.DM_med","median_sumTU_org.DM_med","median_sumTU_F.DM_med","median_sumTU_H.DM_med","median_sumTU_I.DM_med","loc"
"33","ReDS",15.99300392,0.000508782,3.96575e-05,0.0003452465,0.0001630165,0.000455474,4.5e-10,1.38753e-05,0.0001181065,0.00714765072870577,4.39616740883836e-05,9.16403754181217e-05,0.00755689827041606,0.000129803629111507,5.69990345211359e-06,1.35371132231128e-05,6.71356135091615e-05,0.00883386449512965,3.90732138320662e-05,9.76368480188846e-05,0.00924151290511469,0.000130025455033613,9.91387328906003e-06,8.8894650443365e-06,7.7843137254902e-05,0.0298841267492042,3.11226140487896e-05,0.00150792095254185,0.0392006727439993,0.00153134208835963,3.63808912259463e-05,6.50604799514372e-06,0.00146934578525948,0.027117051181577,2.79816173935901e-05,0.00166728126236627,0.0361379042870715,0.00168818875598067,2.10262961721822e-05,5.37766876657404e-06,0.00162791061641662,"DS"
"34","ReUS1",18.69920778,4.369665e-05,3.2002e-06,0,1.315865e-05,1.315865e-05,0,1.98985e-06,0,0.00363082837270454,3.83716387294704e-07,7.89721878483819e-06,0.00363598384069163,8.5933002966574e-06,4.9577003752574e-07,5.1098039935746e-06,0,0.00447475857482133,3.48890035072111e-07,4.5654684539935e-06,0.00447753921159866,6.08135222012569e-06,1.12768559980654e-06,2.4189909317359e-06,0,0.0144437610575273,2.22733256586836e-07,6.34937101272532e-06,0.014448182004577,6.94181330233404e-06,3.76104291890193e-06,2.1006508922259e-06,0,0.0134928864239209,1.99598293578553e-07,5.14697557362291e-06,0.0134963736447978,5.68961752816417e-06,2.06719925643976e-06,2.33068674619939e-06,0,"S1"
"35","RomDS",30.73757409,0.0001341985,NA,6.952935e-05,6.467225e-05,0.0001341985,1.245e-08,9.592e-07,6.36998e-05,0,2.14735870824609e-05,0.000145878427490365,0.000167352014572826,0.000167352014572826,5.83184920862349e-05,5.18745718222253e-06,6.0252582131666e-05,0,1.79068234812622e-05,0.000154881468697177,0.000172788292178439,0.000172788292178439,5.95620989075237e-05,4.50705601644481e-06,6.52950975800156e-05,0,0.000435574051883875,0.00140047837410983,0.0018360524259937,0.0018360524259937,7.09407285294872e-05,3.89047010220431e-06,0.00131199066910486,0,0.000433982499157636,0.00153100758666496,0.0019649900858226,0.0019649900858226,6.30505115196571e-05,3.95109229825491e-06,0.00145356642240749,"DS"
"36","RomUS1",34.61677595,2.008205e-05,NA,5.32e-08,2.00289e-05,2.008205e-05,9.5e-10,4.9955e-07,1.95284e-05,0,2.74626574734723e-06,3.16644583766648e-05,3.4410724124012e-05,3.4410724124012e-05,6.46734142462948e-06,2.85317646491912e-06,2.14771400362098e-05,0,2.39890555608432e-06,3.23563111080372e-05,3.47552166641215e-05,3.47552166641215e-05,6.85048238758821e-06,1.99994888066258e-06,2.25245714285714e-05,0,2.41406029369344e-06,0.000484496697747333,0.000486910758041026,0.000486910758041026,8.85387581160384e-06,1.51972406474128e-06,0.000472317209431209,0,2.05561682416258e-06,0.000533579173042271,0.000535634789866433,0.000535634789866433,7.39662028665193e-06,1.64807213546353e-06,0.000523284480620155,"S1"
"37","RotDS",47.47604207,1.29166e-05,NA,1.247055e-05,4.461e-07,1.29166e-05,0,4.4545e-07,0,0,4.40090639517972e-06,5.19091770805716e-06,9.59182410323688e-06,9.59182410323688e-06,1.9306686844974e-06,9.62051546069059e-07,6.92820323027552e-08,0,3.64105791740102e-06,5.3374709687345e-06,8.97852888613552e-06,8.97852888613552e-06,1.85132575757576e-06,8.94209296606001e-07,6.85714285714286e-08,0,0.000119323832999159,6.95302398827462e-06,0.000126276856987434,0.000126276856987434,1.50936835085289e-06,7.19942506563369e-07,8.00000000000001e-08,0,0.000119081187171196,5.25475548765626e-06,0.000124335942658852,0.000124335942658852,1.44580696202532e-06,5.1466281134523e-07,8e-08,"DS"
"38","RotUS1",49.59962202,3.478e-07,NA,7.195e-08,2.7585e-07,3.478e-07,0,2.7585e-07,0,0,3.43025420830715e-07,1.47107527678306e-06,1.81410069761378e-06,1.81410069761378e-06,0,7.46863013169945e-07,2.25166604983954e-08,0,3.20101048966303e-07,1.50455496802755e-06,1.82465601699385e-06,1.82465601699385e-06,0,6.87876730377345e-07,2.22857142857143e-08,0,2.53537652136762e-07,2.03860611474279e-06,2.29214376687955e-06,2.29214376687955e-06,0,5.5069642539849e-07,2.6e-08,0,2.38798832652777e-07,1.43501051722542e-06,1.67380934987819e-06,1.67380934987819e-06,0,3.97105755320656e-07,2.6e-08,"S1"
"39","SeDS",28.36566105,0.000104357,NA,1.50107e-05,8.93484e-05,0.000104357,2.025e-08,3.8928e-06,8.543385e-05,0,7.98349846344144e-06,0.000161071174541157,0.000169054673004598,0.000169054673004598,1.3760926513502e-05,5.41467366073299e-05,8.75871412155643e-05,0,7.62569297333067e-06,0.000221276774877813,0.000228902467851144,0.000228902467851144,1.32781277854195e-05,4.99671125180617e-05,0.000152618670363227,0,4.95658883533234e-06,0.000553354345808824,0.000558310934644156,0.000558310934644156,1.42244061683656e-05,4.81265193284744e-05,0.000482456380224023,0,4.72186722967811e-06,0.000586886905907262,0.00059160877313694,0.00059160877313694,1.30255622600559e-05,4.70865539516756e-05,0.000520934717817723,"DS"
"40","SeUS1",31.03962115,6.992785e-05,NA,0,6.99278e-05,6.992785e-05,5e-09,4.54285e-06,6.53795e-05,0,8.27427108001661e-07,9.45433050750117e-05,9.53707321830134e-05,9.53707321830134e-05,1.0340063785405e-05,6.28572150554361e-05,1.72046549129626e-05,0,7.35068487660627e-07,9.90256144432984e-05,9.9760682930959e-05,9.9760682930959e-05,1.0516089936811e-05,5.82997247735101e-05,2.63978151260504e-05,0,6.62528568154133e-07,0.000468396213680179,0.000469058742248333,0.000469058742248333,3.94294333056151e-05,5.59022931858142e-05,0.000367426308668989,0,6.06554821171363e-07,0.000503564595017839,0.00050417114983901,0.00050417114983901,3.87285870921156e-05,5.39398860893258e-05,0.000407067505484196,"S1"
"41","UnDS",20.26063269,0.0011789645,7.637975e-05,0.0002886465,0.000655206,0.0010946985,7.6e-09,8.289825e-05,0.0003856555,0.0128879147666439,5.18731949951657e-05,0.000358137960264932,0.0133698767542333,0.000421704171046417,1.83903923946665e-05,2.2940361378736e-05,0.00031680720649153,0.0156713075249775,4.25035090358949e-05,0.000402432224532075,0.0161917861284966,0.000441898094228012,3.29708029652412e-05,2.20890858193231e-05,0.000352469705207431,0.0560896989738706,3.84517024464948e-05,0.00318161464183177,0.0588822879273345,0.00322006634427826,9.11871620815987e-05,1.77672363443379e-05,0.00295866917588951,0.0489674891487823,3.43986228597034e-05,0.0034174833449074,0.0519193143913836,0.0034518819677671,5.39214723040672e-05,1.24002354953231e-05,0.0032735183618032,"DS"
"42","UnUS1",25.38579045,0.000172841,2.415475e-05,0,0.000165818,0.000165871,4.5e-10,6.6168e-06,0.0001561945,0.00674424740159985,6.92086666554463e-07,2.29215564776055e-05,0.00678004326007926,2.3751732782364e-05,5.91935976873971e-06,9.59442526577384e-06,1.94159298476006e-06,0.00826584366907611,6.47746220376433e-07,4.29796378916298e-05,0.00844644942241395,4.34111220235878e-05,1.13393502595684e-05,7.94480277401969e-06,2.76909803921569e-05,0.026752522241835,5.75210964241771e-07,3.89722557535458e-05,0.026792476523928,3.96957070509097e-05,3.20541717551342e-05,6.08574409412652e-06,7.62399721056612e-08,0.0244359847578933,5.47942662256499e-07,2.34185919819684e-05,0.0244690138627923,2.41153452287217e-05,1.90582515410047e-05,4.29209658291095e-06,7.59781619654231e-08,"S1"
"43","VaDS",26.88089288,0.0014898255,0.0001924237,0.0005197775,0.0008900755,0.0013246115,1.5e-10,0.00012639595,0.0007078835,0.0120658551716426,8.69016381111927e-05,0.000678112605270636,0.012866861308761,0.000785835302238029,4.65591748007062e-06,2.945655501726e-05,0.000548606199501927,0.013315738269374,7.15708258453451e-05,0.000706246972488336,0.0141282442543712,0.000812505984997241,9.2602521950521e-06,2.64428270400861e-05,0.000581958683379644,0.0530203366504258,8.99443727711141e-05,0.00310979904934734,0.0576662596109891,0.00404206546421226,2.55175500442893e-05,2.06848907962196e-05,0.00307672268911493,0.0457251644763283,8.10162166842237e-05,0.00342121129293146,0.049923300553962,0.00431681602882009,1.49553076424279e-05,1.53293180876274e-05,0.00340140606818047,"DS"
"44","VaUS1",22.23544423,0.000576349,1.486175e-05,7.352e-07,0.0005625655,0.0005629505,0,2.2484e-06,0.000560319,0.00547984130162546,2.6779382875173e-06,1.17259150701425e-05,0.00549187048469371,1.41508337192887e-05,8.3731263589946e-08,5.64637610378281e-06,6.8645348705985e-06,0.00651336913277586,2.38063445467152e-06,0.00012144319350403,0.00665325382466288,0.000123712976217109,8.43259439390321e-08,3.65060835861224e-06,0.000117647058823529,0.0237318009056381,1.76951533356559e-06,2.89422677194498e-06,0.0237343576431748,4.86434318294528e-06,8.29761923498103e-08,2.4105083385611e-06,6.34572222915384e-08,0.0209307965597621,1.58265297590141e-06,2.00560598935958e-06,0.0209325513767413,3.97765511182065e-06,8.25523590333717e-08,1.86709366672294e-06,6.32393084622384e-08,"S1"
"45","ViDS",33.88810683,0.00019545,3.82065e-05,0.000137871,2.021785e-05,0.0001688935,0,6.8935e-07,1.95284e-05,0.00710725195231305,2.3945665057455e-05,4.67438090966771e-05,0.00724083778378048,7.06894741541321e-05,6.83851662830029e-07,4.0832669945736e-06,2.14523139746346e-05,0.00904878302825412,2.15839608067e-05,4.93738764417474e-05,0.00917401426590736,7.04824456878955e-05,1.99864130434783e-06,3.07339017450016e-06,2.25e-05,0.0304350583422489,1.95921671633852e-05,0.00049504542475299,0.031174246074584,0.000726195602024783,6.93022467615954e-06,2.51762391094424e-06,0.000472288542764543,0.0275670838357045,1.77696395029597e-05,0.000539443262292463,0.0283463461001662,0.000769195393405233,3.78390596745027e-06,2.77190234909508e-06,0.000523255813953488,"DS"
"46","ViUS1",32.89671535,6.36915e-06,6.01555e-06,7.195e-08,1.0195e-07,2.3465e-07,0,1.0195e-07,0,0.00297566085328413,4.53178632594945e-07,1.8277054780747e-06,0.00297746787894666,2.22636957514766e-06,0,1.8277054780747e-06,0,0.00340876966457294,4.12448276390515e-07,1.02424984748228e-06,0.00340971123281577,1.32817428350361e-06,0,1.02424984748228e-06,0,0.0124371166560558,2.89230122371182e-07,8.6259329261192e-07,0.0124378916389581,1.08362276060669e-06,0,8.6259329261192e-07,0,0.0111051471865237,2.62152588958511e-07,1.6801505744987e-06,0.0111067624491955,1.89031992041988e-06,0,1.57035927822835e-06,0,"S1"
"47","ZuDS",34.48562987,0.0002327895,4.207515e-05,0.000171927,4.15039e-05,0.000203904,0,1.1177e-06,4.074345e-05,0.0117866348046261,2.00034958736881e-05,5.33842659234504e-05,0.0118397514378562,7.47491443104429e-05,5.82730376378114e-07,3.37382103532038e-06,4.10561903195456e-05,0.0150340304161696,1.65434372764529e-05,5.50725224871764e-05,0.0150763466389865,7.2021816649011e-05,1.95652173913043e-06,2.57511269301262e-06,4.1542380952381e-05,0.0509374834078805,1.55085546826535e-05,0.000723767554214273,0.0513987699510331,0.000987215158493072,7.12384134903418e-06,2.07374292185602e-06,0.000700791429829112,0.0461849042315796,1.38000522633375e-05,0.000884412007795633,0.0467826791952491,0.00114616381758154,3.85714285714286e-06,1.48014208110429e-06,0.000870697705558945,"DS"
"48","ZuUS1",38.23399265,1.965555e-05,9.35585e-06,5.515e-07,1.04975e-06,3.1358e-06,0,1.623e-07,0,0.00659851949313186,7.39082822012258e-07,4.23639841025974e-06,0.00661212119128708,5.32556222207191e-06,1.72660852260182e-07,1.64469287737833e-06,0,0.00828933763426431,6.90469544891659e-07,4.76368040545041e-06,0.00830335611097455,5.73340067796939e-06,5.79710144927536e-07,1.02712617634471e-06,0,0.0275477679112207,3.19629102731866e-07,7.18038774345768e-06,0.027566988096872,7.7803156205385e-06,2.11076780712124e-06,8.539602713451e-07,0,0.0252249138935777,2.72875914211178e-07,4.51954956951683e-06,0.0252367702621768,5.05277059545637e-06,1.14285714285714e-06,6.00539490195669e-07,0,"S1"
