"Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
2013,"HOR","US2","1_U2","coarse","oak","S",6,44,7.37045454545455,324.3,3.52,2.81,0.225276506264351,0.00511992059691707,0.000694654660081256
2013,"HOR","US2","1_U2","coarse","oak","S",5,44,7.37045454545455,324.3,3.52,2.76,0.243230309880947,0.00552796158820334,0.000750016373360922
2013,"KER","DS","3_D","coarse","oak","P",1,34,8.38235294117647,285,3.52,2.98,0.166537689092693,0.00489816732625567,0.00058434276874629
2013,"KER","DS","3_D","coarse","oak","P",2,34,8.38235294117647,285,3.52,2.85,0.211141995329447,0.00621005868616019,0.000740849106419111
2013,"KER","DS","3_D","coarse","oak","P",3,34,8.38235294117647,285,3.52,2.86,0.207639364778244,0.0061070401405366,0.000728559174660507
2013,"KER","DS","3_D","coarse","oak","P",4,34,8.38235294117647,285,3.52,2.76,0.243230309880947,0.00715383264355726,0.000853439683792796
2013,"KER","DS","3_D","coarse","oak","I",5,34,8.38235294117647,285,3.52,2.97,0.169899036795397,0.00499703049398228,0.000596136971211921
2013,"KER","US1","2_U1","coarse","oak","P",1,34,7.63529411764706,259.6,3.52,3.17,0.104729401720817,0.00308027652120049,0.000403426046690356
2013,"KER","US1","2_U1","coarse","oak","P",2,34,7.63529411764706,259.6,3.52,2.94,0.180051408259416,0.00529562965468869,0.000693572450922248
2013,"KER","US1","2_U1","coarse","oak","P",3,34,7.63529411764706,259.6,3.52,2.84,0.214656937436891,0.00631343933637915,0.000826875722021923
2013,"KER","US1","2_U1","coarse","oak","P",4,34,7.63529411764706,259.6,3.52,3.13,0.117427985057944,0.00345376426641012,0.000452342007156949
2013,"KER","US1","2_U1","coarse","oak","M",5,34,7.63529411764706,259.6,3.52,2.95,0.176655819258277,0.00519575938994933,0.00068049237002418
2013,"KER","US1","2_U1","coarse","oak","P",6,34,7.63529411764706,259.6,3.52,2.72,0.2578291093021,0.00758320909712058,0.00099317838714214
2013,"KER","US2","1_U2","coarse","oak","U",1,34,7.59705882352941,258.3,3.52,2.74,0.250503069210027,0.00736773732970667,0.000969814437514622
2013,"KER","US2","1_U2","coarse","oak","P",2,34,7.59705882352941,258.3,3.52,2.54,0.326296908579561,0.00959696789939884,0.0012632478071218
2013,"KER","US2","1_U2","coarse","oak","S",3,34,7.59705882352941,258.3,3.52,2.71,0.261512354718396,0.00769153984465871,0.00101243652620362
2013,"KER","US2","1_U2","coarse","oak","M",4,34,7.59705882352941,258.3,3.52,2.9,0.193750252617577,0.00569853684169345,0.000750097764682839
2013,"KER","US2","1_U2","coarse","oak","P",6,34,7.59705882352941,258.3,3.52,2.8,0.228841572428847,0.00673063448320139,0.000885952661358294
2013,"KER","US2","1_U2","coarse","oak","M",5,34,7.59705882352941,258.3,3.52,2.81,0.225276506264351,0.00662577959601033,0.00087215062432966
2013,"MES","DS","3_D","coarse","oak","P",1,40,4.6175,184.7,3.52,3.1,0.127058878118905,0.00317647195297263,0.000687920293009773
2013,"MES","DS","3_D","coarse","oak","P",2,40,4.6175,184.7,3.52,3.21,0.0921900524680813,0.00230475131170203,0.000499134014445486
2013,"MES","DS","3_D","coarse","oak","P",5,40,4.6175,184.7,3.52,3.16,0.107888962011185,0.00269722405027962,0.000584130817602517
2013,"MES","DS","3_D","coarse","oak","S",6,40,4.6175,184.7,3.52,2.83,0.218184277954859,0.00545460694887149,0.00118129008096838
2013,"MES","DS","3_D","coarse","oak","S",3,40,4.6175,184.7,3.52,3.01,0.156520910849221,0.00391302277123053,0.000847433193552903
2013,"MES","DS","3_D","coarse","oak","S",4,40,4.6175,184.7,3.52,2.94,0.180051408259416,0.00450128520648539,0.00097483166355937
2013,"MES","US1","2_U1","coarse","oak","I",1,40,4.845,193.8,3.52,2.9,0.193750252617577,0.00484375631543943,0.000999743305560255
2013,"MES","US1","2_U1","coarse","oak","P",2,40,4.845,193.8,3.52,2.87,0.204148959838476,0.0051037239959619,0.00105340020556489
