Year,Name,Site,Location,Site_code,Mesh,Leaf,Rep,Dish,Dry,Ashed,AFDM,Initial_AFDM,Days,kdays,DD,Mean_daily_temp,kdd,Person
2013,Buttisholz,BUT,US1,BUT,coarse,oak,2,44,3.37,0.81,2.56,3.52,43,0.007399293,279,6,0.001142219,S
2013,Buttisholz,BUT,US1,BUT,coarse,oak,3,45,3.38,0.66,2.72,3.52,43,0.005989418,279,6,0.000924578,S
2013,Buttisholz,BUT,US1,BUT,coarse,oak,4,46,3.08,0.57,2.51,3.52,43,0.007858002,279,6,0.001213029,M
2013,Buttisholz,BUT,US1,BUT,coarse,oak,5,47,2.93,0.51,2.42,3.52,43,0.008707193,279,6,0.001344117,S
2013,Buttisholz,BUT,US1,BUT,coarse,oak,6,48,3.55,0.76,2.79,3.52,43,0.005398495,279,6,0.000833358,S
2013,Buttisholz,BUT,US2,BUT,coarse,oak,1,67,3.02,0.38,2.64,3.52,43,0.006683673,289,7,0.000993215,I
2013,Buttisholz,BUT,US2,BUT,coarse,oak,2,68,3.07,0.38,2.69,3.52,43,0.006247341,289,7,0.000928375,S
2013,Buttisholz,BUT,US2,BUT,coarse,oak,3,69,3.34,0.55,2.79,3.52,43,0.005398495,289,7,0.000802234,S
2013,Buttisholz,BUT,US2,BUT,coarse,oak,4,70,3.16,0.37,2.79,3.52,43,0.005398495,289,7,0.000802234,S
2013,Buttisholz,BUT,US2,BUT,coarse,oak,5,71,3.12,0.43,2.69,3.52,43,0.006247341,289,7,0.000928375,S
2013,Buttisholz,BUT,US2,BUT,coarse,oak,6,72,3.18,0.43,2.75,3.52,43,0.005734324,289,7,0.000852139,S
2013,Colombier,COL,DS,COL,coarse,oak,1,91,3.72,0.62,3.1,3.52,35,0.003622136,202,6,0.00062807,S
2013,Colombier,COL,DS,COL,coarse,oak,2,92,3.58,0.6,2.98,3.52,35,0.004750102,202,6,0.000823656,I
2013,Colombier,COL,DS,COL,coarse,oak,3,93,3.58,0.59,2.99,3.52,35,0.004654385,202,6,0.000807059,S
2013,Colombier,COL,DS,COL,coarse,oak,4,94,4.81,1.54,3.27,3.52,35,0.002096768,202,6,0.000363574,S
2013,Colombier,COL,DS,COL,coarse,oak,5,95,3.81,0.8,3.01,3.52,35,0.004463908,202,6,0.000774031,I
2013,Colombier,COL,DS,COL,coarse,oak,6,96,4.76,1.48,3.28,3.52,35,0.002009527,202,6,0.000348447,U
2013,Colombier,COL,US1,COL,coarse,oak,1,115,3.02,0.53,2.49,3.52,35,0.00988269,202,6,0.00171083,M
2013,Colombier,COL,US1,COL,coarse,oak,2,116,3.3,0.49,2.81,3.52,35,0.006428354,202,6,0.001112837,M
2013,Colombier,COL,US1,COL,coarse,oak,3,117,3.66,0.75,2.91,3.52,35,0.005429251,202,6,0.000939878,S
2013,Colombier,COL,US1,COL,coarse,oak,4,118,3.67,0.75,2.92,3.52,35,0.005331236,202,6,0.00092291,S
2013,Colombier,COL,US1,COL,coarse,oak,5,119,3.93,0.98,2.95,3.52,35,0.005039191,202,6,0.000872353,M
2013,Colombier,COL,US1,COL,coarse,oak,6,120,3.39,0.57,2.82,3.52,35,0.006326856,202,6,0.001095266,S
2013,Colombier,COL,US2,COL,coarse,oak,1,139,3.57,0.64,2.93,3.52,35,0.005233555,201,6,0.000913083,M
2013,Colombier,COL,US2,COL,coarse,oak,2,140,3.54,0.6,2.94,3.52,35,0.005136208,201,6,0.000896099,M
2013,Colombier,COL,US2,COL,coarse,oak,3,141,3.71,0.79,2.92,3.52,35,0.005331236,201,6,0.000930125,S
2013,Colombier,COL,US2,COL,coarse,oak,4,142,3.48,0.5,2.98,3.52,35,0.004750102,201,6,0.000828736,S
2013,Colombier,COL,US2,COL,coarse,oak,5,143,3.26,0.42,2.84,3.52,35,0.006124937,201,6,0.001068599,S
2013,Colombier,COL,US2,COL,coarse,oak,6,144,3.15,0.43,2.72,3.52,35,0.007358428,201,6,0.001283803,M
2013,Duernten,DUR,DS,DUR,coarse,oak,1,163,3.52,0.64,2.88,3.52,42,0.004771109,298,7,0.000671752,S
2013,Duernten,DUR,DS,DUR,coarse,oak,2,164,3.47,0.81,2.66,3.52,42,0.006663113,298,7,0.000938138,S
2013,Duernten,DUR,DS,DUR,coarse,oak,3,165,3.62,0.75,2.87,3.52,42,0.004853925,298,7,0.000683412,S
2013,Duernten,DUR,DS,DUR,coarse,oak,4,166,3.44,0.63,2.81,3.52,42,0.005356961,298,7,0.000754238,M
2013,Duernten,DUR,DS,DUR,coarse,oak,5,167,3.69,0.79,2.9,3.52,42,0.004606336,298,7,0.000648553,S
2013,Duernten,DUR,DS,DUR,coarse,oak,6,168,3.95,1.05,2.9,3.52,42,0.004606336,298,7,0.000648553,S
2013,Duernten,DUR,US1,DUR,coarse,oak,1,187,3.57,0.67,2.9,3.52,42,0.004606336,277,7,0.000698393,S
2013,Duernten,DUR,US1,DUR,coarse,oak,2,188,3.56,0.7,2.86,3.52,42,0.004937029,277,7,0.000748531,S
2013,Duernten,DUR,US1,DUR,coarse,oak,3,189,3.68,0.78,2.9,3.52,42,0.004606336,277,7,0.000698393,I
2013,Duernten,DUR,US1,DUR,coarse,oak,4,190,3.38,0.62,2.76,3.52,42,0.005784433,277,7,0.00087701,M
2013,Duernten,DUR,US1,DUR,coarse,oak,5,191,3.27,0.51,2.76,3.52,42,0.005784433,277,7,0.00087701,I
2013,Duernten,DUR,US1,DUR,coarse,oak,6,192,3.31,0.55,2.76,3.52,42,0.005784433,277,7,0.00087701,S
2013,Duernten,DUR,US2,DUR,coarse,oak,1,211,3.42,0.71,2.71,3.52,42,0.00621972,287,7,0.000909647,S
2013,Duernten,DUR,US2,DUR,coarse,oak,2,212,3.43,0.7,2.73,3.52,42,0.006044649,287,7,0.000884043,S
2013,Duernten,DUR,US2,DUR,coarse,oak,3,213,3.5,0.63,2.87,3.52,42,0.004853925,287,7,0.000709897,S
2013,Duernten,DUR,US2,DUR,coarse,oak,4,214,3.43,0.61,2.82,3.52,42,0.00527238,287,7,0.000771097,S
2013,Duernten,DUR,US2,DUR,coarse,oak,5,215,3.48,0.89,2.59,3.52,42,0.007298071,287,7,0.001067358,S
2013,Duernten,DUR,US2,DUR,coarse,oak,6,216,3.49,0.68,2.81,3.52,42,0.005356961,287,7,0.000783467,S
2013,Herisau,HER,DS,HER,coarse,oak,1,235,3.47,0.77,2.7,3.52,42,0.00630774,295,7,0.000897183,S
2013,Herisau,HER,DS,HER,coarse,oak,2,236,3.91,1.09,2.82,3.52,42,0.00527238,295,7,0.000749919,S
2013,Herisau,HER,DS,HER,coarse,oak,3,237,3.83,1.08,2.75,3.52,42,0.005870856,295,7,0.000835043,S
2013,Herisau,HER,DS,HER,coarse,oak,4,238,3.41,0.83,2.58,3.52,42,0.007390178,295,7,0.001051144,S
2013,Herisau,HER,DS,HER,coarse,oak,5,239,3.98,0.98,3,3.52,42,0.003799156,295,7,0.000540374,S
2013,Herisau,HER,DS,HER,coarse,oak,6,240,3.51,0.58,2.93,3.52,42,0.004361296,295,7,0.00062033,S
2013,Herisau,HER,US1,HER,coarse,oak,1,259,3.6,0.74,2.86,3.52,42,0.004937029,243,6,0.000852391,S
2013,Herisau,HER,US1,HER,coarse,oak,2,260,3.55,0.75,2.8,3.52,42,0.005441844,243,6,0.000939549,S
2013,Herisau,HER,US1,HER,coarse,oak,3,261,3.87,0.9,2.97,3.52,42,0.00403845,243,6,0.000697249,S
2013,Herisau,HER,US1,HER,coarse,oak,4,262,3.96,1.09,2.87,3.52,42,0.004853925,243,6,0.000838043,S
2013,Herisau,HER,US1,HER,coarse,oak,5,263,3.87,0.9,2.97,3.52,42,0.00403845,243,6,0.000697249,S
2013,Herisau,HER,US2,HER,coarse,oak,1,283,3.59,0.83,2.76,3.52,42,0.005784433,255,6,0.000954392,I
2013,Herisau,HER,US2,HER,coarse,oak,2,284,3.73,1,2.73,3.52,42,0.006044649,255,6,0.000997326,S
2013,Herisau,HER,US2,HER,coarse,oak,3,285,3.74,0.88,2.86,3.52,42,0.004937029,255,6,0.000814576,S
2013,Herisau,HER,US2,HER,coarse,oak,4,286,3.68,0.82,2.86,3.52,42,0.004937029,255,6,0.000814576,I
2013,Herisau,HER,US2,HER,coarse,oak,5,287,3.44,0.74,2.7,3.52,42,0.00630774,255,6,0.001040734,S
2013,Herisau,HER,US2,HER,coarse,oak,6,288,3.63,0.74,2.89,3.52,42,0.00468858,255,6,0.000773584,I
2013,Hochdorf,HOC,DS,HOC,coarse,oak,1,307,3.29,0.5,2.79,3.52,32,0.007254227,238,7,0.00097421,S
2013,Hochdorf,HOC,DS,HOC,coarse,oak,2,308,3.27,0.68,2.59,3.52,32,0.009578718,238,7,0.001286378,P
2013,Hochdorf,HOC,DS,HOC,coarse,oak,3,309,3.35,0.53,2.82,3.52,32,0.006919999,238,7,0.000929324,P
2013,Hochdorf,HOC,DS,HOC,coarse,oak,4,310,3.52,0.56,2.96,3.52,32,0.005405862,238,7,0.000725983,S
2013,Hochdorf,HOC,DS,HOC,coarse,oak,5,311,3.65,0.66,2.99,3.52,32,0.005090734,238,7,0.000683662,S
2013,Hochdorf,HOC,DS,HOC,coarse,oak,6,312,3.47,0.64,2.83,3.52,32,0.00680938,238,7,0.000914469,P
2013,Hochdorf,HOC,US1,HOC,coarse,oak,1,331,3.31,0.53,2.78,3.52,32,0.007366435,225,7,0.001049186,P
2013,Hochdorf,HOC,US1,HOC,coarse,oak,2,332,3.18,0.41,2.77,3.52,32,0.007479048,225,7,0.001065226,S
2013,Hochdorf,HOC,US1,HOC,coarse,oak,3,333,3.04,0.38,2.66,3.52,32,0.008745336,225,7,0.00124558,P
2013,Hochdorf,HOC,US1,HOC,coarse,oak,4,334,3.16,0.36,2.8,3.52,32,0.00714242,225,7,0.00101728,S
2013,Hochdorf,HOC,US1,HOC,coarse,oak,5,335,3.36,0.45,2.91,3.52,32,0.005938243,225,7,0.000845772,S
2013,Hochdorf,HOC,US1,HOC,coarse,oak,6,336,3.17,0.53,2.64,3.52,32,0.008981186,225,7,0.001279172,P
2013,Hochdorf,HOC,US2,HOC,coarse,oak,1,355,3.28,0.44,2.84,3.52,32,0.00669915,233,7,0.000920513,P
2013,Hochdorf,HOC,US2,HOC,coarse,oak,2,356,3.11,0.4,2.71,3.52,32,0.008163382,233,7,0.001121709,P
2013,Hochdorf,HOC,US2,HOC,coarse,oak,4,358,3.32,0.59,2.73,3.52,32,0.007933602,233,7,0.001090136,P
2013,Hochdorf,HOC,US2,HOC,coarse,oak,5,359,3.12,0.42,2.7,3.52,32,0.008278909,233,7,0.001137584,I
2013,Hornussen,HOR,DS,HOR,coarse,oak,1,379,3.49,0.62,2.87,3.52,44,0.004633292,350,8,0.000582492,I
2013,Hornussen,HOR,DS,HOR,coarse,oak,3,381,3.29,0.63,2.66,3.52,44,0.006360244,350,8,0.000799603,P
2013,Hornussen,HOR,DS,HOR,coarse,oak,4,382,3.44,0.75,2.69,3.52,44,0.006105356,350,8,0.000767559,I
2013,Hornussen,HOR,DS,HOR,coarse,oak,5,383,3.43,0.59,2.84,3.52,44,0.004872109,350,8,0.000612516,I
2013,Hornussen,HOR,US1,HOR,coarse,oak,1,403,3.38,0.75,2.63,3.52,44,0.006618023,309,7,0.00094162,P
2013,Hornussen,HOR,US1,HOR,coarse,oak,2,404,3.49,0.93,2.56,3.52,44,0.007231127,309,7,0.001028853,S
2013,Hornussen,HOR,US1,HOR,coarse,oak,3,405,3.51,0.77,2.74,3.52,44,0.005686794,309,7,0.000809123,P
2013,Hornussen,HOR,US1,HOR,coarse,oak,4,406,3.43,0.72,2.71,3.52,44,0.005937005,309,7,0.000844724,S
2013,Hornussen,HOR,US1,HOR,coarse,oak,5,407,3.53,0.66,2.87,3.52,44,0.004633292,309,7,0.00065923,S
2013,Hornussen,HOR,US1,HOR,coarse,oak,6,408,3.49,0.75,2.74,3.52,44,0.005686794,309,7,0.000809123,S
2013,Hornussen,HOR,US2,HOR,coarse,oak,1,427,3.16,0.54,2.62,3.52,44,0.006704603,324,7,0.000909618,P
2013,Hornussen,HOR,US2,HOR,coarse,oak,2,428,3.33,0.61,2.72,3.52,44,0.005853295,324,7,0.00079412,P
2013,Hornussen,HOR,US2,HOR,coarse,oak,3,429,3.65,0.86,2.79,3.52,44,0.005275801,324,7,0.000715771,P
2013,Hornussen,HOR,US2,HOR,coarse,oak,4,430,3.38,0.6,2.78,3.52,44,0.005357408,324,7,0.000726843,S
2013,Hornussen,HOR,US2,HOR,coarse,oak,5,431,3.35,0.59,2.76,3.52,44,0.005521504,324,7,0.000749106,S
2013,Hornussen,HOR,US2,HOR,coarse,oak,6,432,3.49,0.68,2.81,3.52,44,0.005113463,324,7,0.000693747,S
2013,Kernenried,KER,DS,KER,coarse,oak,1,451,3.84,0.86,2.98,3.52,34,0.004889811,285,8,0.00058335,P
2013,Kernenried,KER,DS,KER,coarse,oak,2,452,3.44,0.59,2.85,3.52,34,0.006201702,285,8,0.000739858,P
2013,Kernenried,KER,DS,KER,coarse,oak,3,453,3.36,0.5,2.86,3.52,34,0.006098683,285,8,0.000727568,P
2013,Kernenried,KER,DS,KER,coarse,oak,4,454,3.43,0.67,2.76,3.52,34,0.007145476,285,8,0.000852449,P
2013,Kernenried,KER,DS,KER,coarse,oak,5,455,3.47,0.5,2.97,3.52,34,0.004988674,285,8,0.000595144,I
2013,Kernenried,KER,US1,KER,coarse,oak,1,475,3.76,0.59,3.17,3.52,34,0.00307192,260,8,0.000402265,P
2013,Kernenried,KER,US1,KER,coarse,oak,2,476,3.65,0.71,2.94,3.52,34,0.005287273,260,8,0.000692364,P
2013,Kernenried,KER,US1,KER,coarse,oak,3,477,3.34,0.5,2.84,3.52,34,0.006305083,260,8,0.000825645,P
2013,Kernenried,KER,US1,KER,coarse,oak,4,478,3.55,0.42,3.13,3.52,34,0.003445408,260,8,0.000451173,P
2013,Kernenried,KER,US1,KER,coarse,oak,5,479,3.62,0.67,2.95,3.52,34,0.005187403,260,8,0.000679286,M
2013,Kernenried,KER,US1,KER,coarse,oak,6,480,3.35,0.63,2.72,3.52,34,0.007574852,260,8,0.000991921,P
2013,Kernenried,KER,US2,KER,coarse,oak,1,499,3.35,0.61,2.74,3.52,34,0.007359381,258,8,0.000968629,U
2013,Kernenried,KER,US2,KER,coarse,oak,2,500,3.1,0.56,2.54,3.52,34,0.009588611,258,8,0.001262037,P
2013,Kernenried,KER,US2,KER,coarse,oak,3,501,3.28,0.57,2.71,3.52,34,0.007683183,258,8,0.001011248,S
2013,Kernenried,KER,US2,KER,coarse,oak,4,502,3.41,0.51,2.9,3.52,34,0.00569018,258,8,0.000748932,M
2013,Kernenried,KER,US2,KER,coarse,oak,5,503,3.45,0.64,2.81,3.52,34,0.006617423,258,8,0.000870974,M
2013,Kernenried,KER,US2,KER,coarse,oak,6,504,3.43,0.63,2.8,3.52,34,0.006722278,258,8,0.000884775,P
2013,Messen,MES,DS,MES,coarse,oak,1,523,3.7,0.6,3.1,3.52,40,0.003169369,185,5,0.000686483,P
2013,Messen,MES,DS,MES,coarse,oak,2,524,3.81,0.6,3.21,3.52,40,0.002297648,185,5,0.000497669,P
2013,Messen,MES,DS,MES,coarse,oak,3,525,3.62,0.61,3.01,3.52,40,0.00390592,185,5,0.000846019,S
2013,Messen,MES,DS,MES,coarse,oak,4,526,4.27,1.33,2.94,3.52,40,0.004494182,185,5,0.000973436,S
2013,Messen,MES,DS,MES,coarse,oak,5,527,3.74,0.58,3.16,3.52,40,0.002690121,185,5,0.000582678,P
2013,Messen,MES,DS,MES,coarse,oak,6,528,3.7,0.87,2.83,3.52,40,0.005447504,185,5,0.001179925,S
2013,Messen,MES,US1,MES,coarse,oak,1,547,3.94,1.04,2.9,3.52,40,0.004836653,185,5,0.001047033,I
2013,Messen,MES,US1,MES,coarse,oak,2,548,3.97,1.1,2.87,3.52,40,0.005096621,185,5,0.001103311,P
2013,Messen,MES,US1,MES,coarse,oak,3,549,4.06,1.06,3,3.52,40,0.003989114,185,5,0.000863559,I
2013,Messen,MES,US1,MES,coarse,oak,4,550,3.89,0.98,2.91,3.52,40,0.004750594,185,5,0.001028403,I
2013,Messen,MES,US1,MES,coarse,oak,5,551,4.42,0.36,4.06,3.52,40,-0.003575153,185,5,-0.000773945,P
2013,Messen,MES,US1,MES,coarse,oak,6,552,3.57,0.66,2.91,3.52,40,0.004750594,185,5,0.001028403,P
2013,Messen,MES,US2,MES,coarse,oak,1,571,3.5,0.53,2.97,3.52,40,0.004240373,185,5,0.000917951,P
2013,Messen,MES,US2,MES,coarse,oak,2,572,3.9,0.88,3.02,3.52,40,0.003823001,185,5,0.000827599,P
2013,Messen,MES,US2,MES,coarse,oak,3,573,3.55,0.61,2.94,3.52,40,0.004494182,185,5,0.000972895,I
2013,Messen,MES,US2,MES,coarse,oak,4,574,4.71,1.65,3.06,3.52,40,0.003494049,185,5,0.000756388,P
2013,Messen,MES,US2,MES,coarse,oak,5,575,3.65,0.67,2.98,3.52,40,0.004156339,185,5,0.00089976,P
2013,Messen,MES,US2,MES,coarse,oak,6,576,3.77,0.83,2.94,3.52,40,0.004494182,185,5,0.000972895,I
2013,Niederdorf,NIE,DS,NIE,coarse,oak,1,595,2.9,0.49,2.41,3.52,36,0.010515281,280,8,0.001352994,S
2013,Niederdorf,NIE,DS,NIE,coarse,oak,2,596,3.08,0.41,2.67,3.52,36,0.0076694,280,8,0.000986816,S
2013,Niederdorf,NIE,DS,NIE,coarse,oak,3,597,2.76,0.41,2.35,3.52,36,0.011215598,280,8,0.001443103,U
2013,Niederdorf,NIE,DS,NIE,coarse,oak,4,598,2.76,0.5,2.26,3.52,36,0.012300335,280,8,0.001582675,P
2013,Niederdorf,NIE,DS,NIE,coarse,oak,5,599,3.39,0.75,2.64,3.52,36,0.007983276,280,8,0.001027202,S
2013,Niederdorf,NIE,US1,NIE,coarse,oak,1,619,2.95,0.42,2.53,3.52,36,0.009165488,278,8,0.00118876,S
2013,Niederdorf,NIE,US1,NIE,coarse,oak,2,620,2.75,0.51,2.24,3.52,36,0.01254725,278,8,0.001627374,S
2013,Niederdorf,NIE,US1,NIE,coarse,oak,3,621,3.18,0.6,2.58,3.52,36,0.008621874,278,8,0.001118254,P
2013,Niederdorf,NIE,US1,NIE,coarse,oak,4,622,3.53,0.88,2.65,3.52,36,0.007878256,278,8,0.001021807,S
2013,Niederdorf,NIE,US1,NIE,coarse,oak,5,623,3.29,0.7,2.59,3.52,36,0.008514416,278,8,0.001104317,P
2013,Niederdorf,NIE,US1,NIE,coarse,oak,6,624,3.08,0.73,2.35,3.52,36,0.011215598,278,8,0.001454659,U
2013,Niederdorf,NIE,US2,NIE,coarse,oak,1,643,3.47,0.66,2.81,3.52,36,0.006249788,279,8,0.000807607,S
2013,Niederdorf,NIE,US2,NIE,coarse,oak,2,644,3.35,0.71,2.64,3.52,36,0.007983276,279,8,0.00103161,P
2013,Niederdorf,NIE,US2,NIE,coarse,oak,3,645,3.19,0.62,2.57,3.52,36,0.008729749,279,8,0.001128071,P
2013,Niederdorf,NIE,US2,NIE,coarse,oak,4,646,2.88,0.46,2.42,3.52,36,0.010400259,279,8,0.001343936,S
2013,Niederdorf,NIE,US2,NIE,coarse,oak,5,647,3.46,0.63,2.83,3.52,36,0.006052782,279,8,0.000782149,S
2013,Niederdorf,NIE,US2,NIE,coarse,oak,6,648,3.26,0.53,2.73,3.52,36,0.00705209,279,8,0.000911281,U
2013,Romont,ROM,DS,ROM,coarse,oak,1,667,3.85,0.78,3.07,3.52,35,0.00389998,208,6,0.000655153,S
2013,Romont,ROM,DS,ROM,coarse,oak,2,668,3.84,0.92,2.92,3.52,35,0.005331236,208,6,0.000895588,P
2013,Romont,ROM,DS,ROM,coarse,oak,3,669,3.62,0.78,2.84,3.52,35,0.006124937,208,6,0.001028921,P
2013,Romont,ROM,DS,ROM,coarse,oak,4,670,3.48,0.52,2.96,3.52,35,0.004942503,208,6,0.000830285,P
2013,Romont,ROM,DS,ROM,coarse,oak,5,671,4.09,1,3.09,3.52,35,0.003714451,208,6,0.000623986,P
2013,Romont,ROM,DS,ROM,coarse,oak,6,672,3.29,0.44,2.85,3.52,35,0.00602451,208,6,0.00101205,U
2013,Romont,ROM,US1,ROM,coarse,oak,1,691,3.87,0.88,2.99,3.52,35,0.004654385,189,5,0.000862074,S
2013,Romont,ROM,US1,ROM,coarse,oak,2,692,3.61,0.72,2.89,3.52,35,0.005626296,189,5,0.001042089,S
2013,Romont,ROM,US1,ROM,coarse,oak,3,693,3.63,0.66,2.97,3.52,35,0.00484614,189,5,0.000897591,S
2013,Romont,ROM,US1,ROM,coarse,oak,4,694,3.83,0.82,3.01,3.52,35,0.004463908,189,5,0.000826795,U
2013,Romont,ROM,US1,ROM,coarse,oak,5,695,3.83,0.76,3.07,3.52,35,0.00389998,189,5,0.000722345,S
2013,Romont,ROM,US1,ROM,coarse,oak,6,696,3.62,0.71,2.91,3.52,35,0.005429251,189,5,0.001005593,S
2013,Romont,ROM,US2,ROM,coarse,oak,1,715,3.56,0.67,2.89,3.52,35,0.005626296,190,5,0.001038364,M
2013,Romont,ROM,US2,ROM,coarse,oak,2,716,3.48,0.6,2.88,3.52,35,0.00572533,190,5,0.001056641,S
2013,Romont,ROM,US2,ROM,coarse,oak,3,717,3.49,0.62,2.87,3.52,35,0.005824709,190,5,0.001074982,S
2013,Romont,ROM,US2,ROM,coarse,oak,4,718,3.52,0.7,2.82,3.52,35,0.006326856,190,5,0.001167656,U
2013,Romont,ROM,US2,ROM,coarse,oak,5,719,3.78,0.78,3,3.52,35,0.004558988,190,5,0.000841386,U
2013,Romont,ROM,US2,ROM,coarse,oak,6,720,3.95,0.86,3.09,3.52,35,0.003714451,190,5,0.000685522,S
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,1,739,3.81,0.59,3.22,3.52,35,0.002537014,172,5,0.000517232,S
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,2,740,3.87,0.84,3.03,3.52,35,0.004274693,172,5,0.0008715,S
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,3,741,3.71,0.62,3.09,3.52,35,0.003714451,172,5,0.000757281,U
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,4,742,3.96,0.87,3.09,3.52,35,0.003714451,172,5,0.000757281,P
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,5,743,3.76,0.7,3.06,3.52,35,0.003993198,172,5,0.00081411,P
2013,Rothenthurm,ROT,DS,ROT,coarse,oak,6,744,3.7,0.71,2.99,3.52,35,0.004654385,172,5,0.000948909,S
2013,Rothenthurm,ROT,US1,ROT,coarse,oak,1,763,3.93,0.76,3.17,3.52,35,0.002984151,155,4,0.000673096,S
2013,Rothenthurm,ROT,US1,ROT,coarse,oak,3,765,3.54,0.68,2.86,3.52,35,0.005924435,155,4,0.001336297,P
2013,Rothenthurm,ROT,US1,ROT,coarse,oak,4,766,3.74,0.64,3.1,3.52,35,0.003622136,155,4,0.000816998,P
2013,Rothenthurm,ROT,US1,ROT,coarse,oak,5,767,4.19,0.96,3.23,3.52,35,0.002448421,155,4,0.000552258,P
2013,Rothenthurm,ROT,US1,ROT,coarse,oak,6,768,3.26,0.54,2.72,3.52,35,0.007358428,155,4,0.001659744,P
2013,Rothenthurm,ROT,US2,ROT,coarse,oak,2,788,3.71,0.66,3.05,3.52,35,0.004086722,155,4,0.000921788,U
2013,Rothenthurm,ROT,US2,ROT,coarse,oak,3,789,3.44,0.43,3.01,3.52,35,0.004463908,155,4,0.001006865,S
2013,Rothenthurm,ROT,US2,ROT,coarse,oak,4,790,3.56,0.61,2.95,3.52,35,0.005039191,155,4,0.001136624,S
2013,Rothenthurm,ROT,US2,ROT,coarse,oak,5,791,3.57,0.49,3.08,3.52,35,0.003807065,155,4,0.00085871,S
2013,Rothenthurm,ROT,US2,ROT,coarse,oak,6,792,3.58,0.58,3,3.52,35,0.004558988,155,4,0.001028311,S
2013,Severy,SEV,DS,SEV,coarse,oak,1,811,4.13,1.06,3.07,3.52,39,0.003499982,220,6,0.000620318,M
2013,Severy,SEV,DS,SEV,coarse,oak,2,812,3.74,0.76,2.98,3.52,39,0.004262912,220,6,0.000755536,U
2013,Severy,SEV,DS,SEV,coarse,oak,3,813,3.56,0.63,2.93,3.52,39,0.00469678,220,6,0.000832433,S
2013,Severy,SEV,DS,SEV,coarse,oak,4,814,3.66,0.67,2.99,3.52,39,0.004177012,220,6,0.000740312,U
2013,Severy,SEV,DS,SEV,coarse,oak,5,815,3.8,0.8,3,3.52,39,0.004091399,220,6,0.000725138,S
2013,Severy,SEV,DS,SEV,coarse,oak,6,816,3.51,0.49,3.02,3.52,39,0.003921026,220,6,0.000694942,U
2013,Severy,SEV,US1,SEV,coarse,oak,1,835,3.81,0.78,3.03,3.52,39,0.003836263,203,5,0.000738729,U
2013,Severy,SEV,US1,SEV,coarse,oak,2,836,3.51,0.6,2.91,3.52,39,0.004872405,203,5,0.000938254,U
2013,Severy,SEV,US1,SEV,coarse,oak,3,837,3.48,0.51,2.97,3.52,39,0.0043491,203,5,0.000837484,P
2013,Severy,SEV,US1,SEV,coarse,oak,4,838,3.55,0.56,2.99,3.52,39,0.004177012,203,5,0.000804346,S
2013,Severy,SEV,US1,SEV,coarse,oak,5,839,3.21,0.46,2.75,3.52,39,0.00632246,203,5,0.001217484,S
2013,Severy,SEV,US1,SEV,coarse,oak,6,840,3.43,0.5,2.93,3.52,39,0.00469678,203,5,0.000904435,S
2013,Severy,SEV,US2,SEV,coarse,oak,1,859,3.6,0.6,3,3.52,39,0.004091399,197,5,0.000809518,S
2013,Severy,SEV,US2,SEV,coarse,oak,2,860,3.52,0.53,2.99,3.52,39,0.004177012,197,5,0.000826457,P
2013,Severy,SEV,US2,SEV,coarse,oak,3,861,3.69,0.67,3.02,3.52,39,0.003921026,197,5,0.000775808,P
2013,Severy,SEV,US2,SEV,coarse,oak,4,862,3.56,0.57,2.99,3.52,39,0.004177012,197,5,0.000826457,P
2013,Severy,SEV,US2,SEV,coarse,oak,5,863,3.55,0.75,2.8,3.52,39,0.005860447,197,5,0.001159539,P
2013,Severy,SEV,US2,SEV,coarse,oak,6,864,3.73,0.74,2.99,3.52,39,0.004177012,197,5,0.000826457,S
2013,Buttisholz,BUT,DS,BUT,fine,oak,1,7,3.69,0.85,2.84,3.538,43,0.005110641,318,7,0.000691544,P
2013,Buttisholz,BUT,DS,BUT,fine,oak,2,8,3.63,0.61,3.02,3.538,43,0.003681506,318,7,0.000498161,P
2013,Buttisholz,BUT,DS,BUT,fine,oak,3,9,3.5,0.63,2.87,3.538,43,0.004866269,318,7,0.000658477,S
2013,Buttisholz,BUT,DS,BUT,fine,oak,4,10,3.43,0.51,2.92,3.538,43,0.004464604,318,7,0.000604126,S
2013,Buttisholz,BUT,DS,BUT,fine,oak,5,11,3.2,0.53,2.67,3.538,43,0.006546119,318,7,0.000885785,P
2013,Buttisholz,BUT,DS,BUT,fine,oak,6,12,3.29,0.55,2.74,3.538,43,0.005944272,318,7,0.000804346,P
2013,Buttisholz,BUT,US1,BUT,fine,oak,1,31,3.68,0.72,2.96,3.538,43,0.004148194,279,6,0.000640351,P
2013,Buttisholz,BUT,US1,BUT,fine,oak,2,32,3.77,0.8,2.97,3.538,43,0.004069759,279,6,0.000628243,P
2013,Buttisholz,BUT,US1,BUT,fine,oak,3,33,3.39,0.56,2.83,3.538,43,0.005192672,279,6,0.000801585,P
2013,Buttisholz,BUT,US1,BUT,fine,oak,4,34,3.39,0.63,2.76,3.538,43,0.005775138,279,6,0.0008915,S
2013,Buttisholz,BUT,US1,BUT,fine,oak,5,35,3.5,0.53,2.97,3.538,43,0.004069759,279,6,0.000628243,S
